Tenant,Group,Same,Chosen,Score
Bormioli Rocco,279.0,0.0,0.0,100.0
,,,,
Bourgey Montreuil Atlantique,280.0,1.0,1.0,100.0
Matalan,280.0,0.0,0.0,83.33
,,,,
Bouw Logistic Services,281.0,1.0,1.0,100.0
C&G Services,281.0,0.0,0.0,90.91
CN Logistics,281.0,0.0,0.0,83.33
FM LOGISTICS,281.0,0.0,0.0,83.33
Fahrner Logistics Services GmbH,281.0,0.0,0.0,88.37
"GES LOGISTICS GLOBE 
EXPRESS SERVICES 
LOGISTICS",281.0,0.0,0.0,87.8
GIST,281.0,0.0,0.0,100.0
Gist,281.0,0.0,0.0,100.0
ID LOGISTICS,281.0,0.0,0.0,83.33
ID Logistics,281.0,0.0,0.0,83.33
Id Logistics,281.0,0.0,0.0,83.33
JS LOGISTICS,281.0,0.0,0.0,83.33
L4 Logistics,281.0,0.0,0.0,83.33
LOGISTA,281.0,0.0,0.0,85.71
LOGISTICA,281.0,0.0,0.0,88.89
Logista,281.0,0.0,0.0,85.71
Mas Logistic,281.0,0.0,0.0,83.33
PR Logistics,281.0,0.0,0.0,83.33
RS Logistica,281.0,0.0,0.0,83.33
SD SERVICES,281.0,0.0,0.0,90.0
SPI LOGISTIC,281.0,0.0,0.0,83.33
STI,281.0,0.0,0.0,100.0
Tiemex Logistic Services,281.0,0.0,0.0,87.18
,,,,
Brake Bros,282.0,1.0,1.0,100.0
Brakes,282.0,0.0,0.0,90.91
,,,,
Brandon Hire,283.0,1.0,1.0,100.0
Brandon Hire Limited,283.0,0.0,0.0,100.0
,,,,
Brandon Hire Limited,284.0,1.0,1.0,100.0
Cewe Limited,284.0,0.0,0.0,85.71
TEDI,284.0,0.0,0.0,85.71
iForce Limited,284.0,0.0,0.0,88.0
,,,,
Bremstar,285.0,1.0,1.0,100.0
MH Star,285.0,0.0,0.0,83.33
,,,,
Brenntag,286.0,1.0,1.0,100.0
Bretagne Services Logistiques SAS,286.0,0.0,0.0,85.71
,,,,
Bretagne Services Logistiques SAS,287.0,1.0,1.0,100.0
C&G Services,287.0,0.0,0.0,85.71
DHL Service Logistiques SAS,287.0,0.0,0.0,92.31
GIST,287.0,0.0,0.0,100.0
Gist,287.0,0.0,0.0,100.0
LOGISTA,287.0,0.0,0.0,85.71
Logista,287.0,0.0,0.0,85.71
Logistique Alaine SAS,287.0,0.0,0.0,85.71
RT LOGISTIQUE,287.0,0.0,0.0,84.62
SD SERVICES,287.0,0.0,0.0,95.24
SED LOGISTIQUE,287.0,0.0,0.0,85.71
STI,287.0,0.0,0.0,100.0
,,,,
Brita,288.0,1.0,1.0,100.0
Britannia Logistics sp. z o.o.,288.0,0.0,0.0,100.0
British Salt,288.0,0.0,0.0,88.89
British Volt,288.0,0.0,0.0,88.89
The Great British Card Company (GBCC) Limited,288.0,0.0,0.0,88.89
Uber Britannia Limited.,288.0,0.0,0.0,100.0
,,,,
Britannia Logistics sp. z o.o.,289.0,1.0,1.0,100.0
CN Logistics,289.0,0.0,0.0,83.33
FM LOGISTICS,289.0,0.0,0.0,83.33
GIST,289.0,0.0,0.0,100.0
Gist,289.0,0.0,0.0,100.0
ID LOGISTICS,289.0,0.0,0.0,91.67
ID Logistics,289.0,0.0,0.0,91.67
ITC Logistics,289.0,0.0,0.0,84.62
Id Logistics,289.0,0.0,0.0,91.67
JS LOGISTICS,289.0,0.0,0.0,83.33
L4 Logistics,289.0,0.0,0.0,83.33
LOGISTA,289.0,0.0,0.0,85.71
LOGISTICA,289.0,0.0,0.0,88.89
Logista,289.0,0.0,0.0,85.71
Logista Italia,289.0,0.0,0.0,85.71
PL sp. z o.o.,289.0,0.0,0.0,84.21
POD Logistics,289.0,0.0,0.0,84.62
PR Logistics,289.0,0.0,0.0,83.33
STI,289.0,0.0,0.0,100.0
XPO LOGISTICS,289.0,0.0,0.0,84.62
XPO Logistics,289.0,0.0,0.0,84.62
,,,,
British Salt,290.0,1.0,1.0,100.0
British Volt,290.0,0.0,0.0,83.33
,,,,
Broekman Logistics Belgium Antwerp NV,291.0,1.0,1.0,100.0
CN Logistics,291.0,0.0,0.0,91.67
FM LOGISTICS,291.0,0.0,0.0,83.33
Fema logistica,291.0,0.0,0.0,85.71
GIST,291.0,0.0,0.0,100.0
Gist,291.0,0.0,0.0,100.0
ID LOGISTICS,291.0,0.0,0.0,83.33
ID Logistics,291.0,0.0,0.0,83.33
Id Logistics,291.0,0.0,0.0,83.33
JS LOGISTICS,291.0,0.0,0.0,83.33
L4 Logistics,291.0,0.0,0.0,83.33
LOGISTA,291.0,0.0,0.0,85.71
LOGISTICA,291.0,0.0,0.0,88.89
Logista,291.0,0.0,0.0,85.71
PR Logistics,291.0,0.0,0.0,83.33
STI,291.0,0.0,0.0,100.0
,,,,
Broekman Logistics Europoort B.V.,292.0,1.0,1.0,100.0
CN Logistics,292.0,0.0,0.0,83.33
Europa,292.0,0.0,0.0,83.33
FM LOGISTICS,292.0,0.0,0.0,83.33
GIST,292.0,0.0,0.0,100.0
Gist,292.0,0.0,0.0,100.0
ID LOGISTICS,292.0,0.0,0.0,83.33
ID Logistics,292.0,0.0,0.0,83.33
ITC Logistics,292.0,0.0,0.0,84.62
Id Logistics,292.0,0.0,0.0,83.33
JS LOGISTICS,292.0,0.0,0.0,83.33
L4 Logistics,292.0,0.0,0.0,83.33
LOGISTA,292.0,0.0,0.0,85.71
LOGISTICA,292.0,0.0,0.0,88.89
Logista,292.0,0.0,0.0,85.71
MAS Logistics,292.0,0.0,0.0,83.33
MTS Logistics,292.0,0.0,0.0,83.33
POD Logistics,292.0,0.0,0.0,83.33
PR Logistics,292.0,0.0,0.0,86.96
Reslogistics,292.0,0.0,0.0,83.33
SDA Logistics,292.0,0.0,0.0,83.33
STI,292.0,0.0,0.0,100.0
STI Logistics,292.0,0.0,0.0,83.33
XPO LOGISTICS,292.0,0.0,0.0,83.33
XPO Logistics,292.0,0.0,0.0,83.33
,,,,
Brouwerij Martens NV - unit 4,293.0,1.0,1.0,100.0
Brouwerij Martens NV - unit 5,293.0,0.0,0.0,98.11
,,,,
Bruker EAS GmbH,294.0,1.0,1.0,100.0
Bruker EAS Gmbh,294.0,0.0,0.0,100.0
FDS GmbH,294.0,0.0,0.0,85.71
,,,,
Bruker EAS Gmbh,295.0,1.0,1.0,100.0
FDS GmbH,295.0,0.0,0.0,85.71
,,,,
Bryn Jones,296.0,1.0,1.0,100.0
Unes,296.0,0.0,0.0,85.71
,,,,
Bunzl Retail & Healthcare Supplies Limited,297.0,1.0,1.0,100.0
Cewe Limited,297.0,0.0,0.0,83.33
Ford Retail Limited,297.0,0.0,0.0,84.21
Target Healthcare Limited,297.0,0.0,0.0,88.0
,,,,
Burgers Group,298.0,1.0,1.0,100.0
DB Group,298.0,0.0,0.0,85.71
DCS Group,298.0,0.0,0.0,87.5
,,,,
Burhill DCR Logistics Ltd.,299.0,1.0,1.0,100.0
CISS Ltd,299.0,0.0,0.0,85.71
CN Logistics,299.0,0.0,0.0,91.67
Culina Logistics Ltd,299.0,0.0,0.0,83.33
DS Logistica,299.0,0.0,0.0,83.33
Expert Logistics Ltd,299.0,0.0,0.0,85.71
FM LOGISTICS,299.0,0.0,0.0,83.33
GIST,299.0,0.0,0.0,100.0
Gist,299.0,0.0,0.0,100.0
Hutch Logistics Ltd,299.0,0.0,0.0,85.71
ID LOGISTICS,299.0,0.0,0.0,83.33
ID Logistics,299.0,0.0,0.0,83.33
ITC Logistics,299.0,0.0,0.0,84.62
Id Logistics,299.0,0.0,0.0,83.33
JS LOGISTICS,299.0,0.0,0.0,83.33
L4 Logistics,299.0,0.0,0.0,83.33
LOGISTA,299.0,0.0,0.0,85.71
LOGISTICA,299.0,0.0,0.0,88.89
Logista,299.0,0.0,0.0,85.71
MTS Logistics,299.0,0.0,0.0,84.62
OBS Logistics Ltd.,299.0,0.0,0.0,86.67
POD Logistics,299.0,0.0,0.0,84.62
PR Logistics,299.0,0.0,0.0,83.33
Reslogistics,299.0,0.0,0.0,83.33
SDA Logistics,299.0,0.0,0.0,84.62
STI,299.0,0.0,0.0,100.0
STI Logistics,299.0,0.0,0.0,84.62
,,,,
Burton,300.0,1.0,1.0,100.0
CRH ILE DE FRANCE DISTRIBUTION  RABONI BUSCA,300.0,0.0,0.0,83.33
Eovolt (Lion Distribution),300.0,0.0,0.0,83.33
Expect Distribution Limited,300.0,0.0,0.0,83.33
Great Bear Distribution Limited,300.0,0.0,0.0,83.33
Inox Service Distribution,300.0,0.0,0.0,83.33
JMT DISTRIBUTION,300.0,0.0,0.0,83.33
Jonny Burton t/a Smart Training,300.0,0.0,0.0,100.0
Law Distribution Limited,300.0,0.0,0.0,83.33
Law Distribution Ltd,300.0,0.0,0.0,83.33
Optical Distribution Gnd,300.0,0.0,0.0,83.33
SAM DISTRIBUTION,300.0,0.0,0.0,83.33
Warburtons,300.0,0.0,0.0,100.0
Western Power Distribution (W Mids) Plc,300.0,0.0,0.0,83.33
XPO Distribution France SAS,300.0,0.0,0.0,83.33
,,,,
But International,301.0,1.0,1.0,100.0
C2B INTERNATIONAL,301.0,0.0,0.0,93.75
C2B International SAS,301.0,0.0,0.0,88.24
Cube International Ltd,301.0,0.0,0.0,88.24
Dexam International,301.0,0.0,0.0,90.32
EasyTelecom International AB,301.0,0.0,0.0,90.32
"Eruma Security
International Ltd",301.0,0.0,0.0,88.24
Expeditors International,301.0,0.0,0.0,90.32
"Internationale Lagerlogistik Systeme, SL",301.0,0.0,0.0,86.67
Lion International BV,301.0,0.0,0.0,90.91
Nijman International B.V.,301.0,0.0,0.0,93.75
Oakland International,301.0,0.0,0.0,86.67
"RHEINKRAFT INTERNATIONAL, GMBH",301.0,0.0,0.0,88.24
SENATOR INTERNATIONAL Spedition GmbH,301.0,0.0,0.0,88.24
SENATOR International Spedition,301.0,0.0,0.0,86.67
SPX International Limited,301.0,0.0,0.0,86.67
Starlab International GmbH,301.0,0.0,0.0,88.24
Tenmat,301.0,0.0,0.0,83.33
Torque Developments International plc,301.0,0.0,0.0,88.24
Vos Logistics International B.V.,301.0,0.0,0.0,93.75
Y International (Uk) Ltd,301.0,0.0,0.0,86.67
,,,,
Butcher Pet Care Limited,302.0,1.0,1.0,100.0
Cewe Limited,302.0,0.0,0.0,83.33
,,,,
C B (Tottenham) Plumbing and Heating Merchants Ltd,303.0,1.0,1.0,100.0
Land,303.0,0.0,0.0,85.71
,,,,
C Brewers & Sons Limited,304.0,1.0,1.0,100.0
Fisc Limited,304.0,0.0,0.0,83.33
REWE,304.0,0.0,0.0,100.0
,,,,
C I Sport Ltd,305.0,1.0,1.0,100.0
JD Sports Gyms Ltd,305.0,0.0,0.0,84.62
,,,,
C LOG,306.0,1.0,1.0,100.0
C-LOG,306.0,0.0,0.0,100.0
C-LOG SOLUTIONS,306.0,0.0,0.0,100.0
CLOG,306.0,0.0,0.0,85.71
Cab-Log,306.0,0.0,0.0,88.89
Colin Oneill t/a CRC Logistics,306.0,0.0,0.0,100.0
ITC Logistics,306.0,0.0,0.0,100.0
JOKER LOG,306.0,0.0,0.0,88.89
LOG'INS ARES,306.0,0.0,0.0,88.89
Log Alaine,306.0,0.0,0.0,88.89
Log-In Holding,306.0,0.0,0.0,88.89
,,,,
C Workshop Limited,307.0,1.0,1.0,100.0
Cewe Limited,307.0,0.0,0.0,85.71
Fisc Limited,307.0,0.0,0.0,85.71
Hopi,307.0,0.0,0.0,85.71
,,,,
C&G Services,308.0,1.0,1.0,100.0
Carlisle Security Services Ltd.,308.0,0.0,0.0,85.71
City Fire Protection and Maintenance Services Ltd,308.0,0.0,0.0,85.71
Dragon Fly Engineering Services,308.0,0.0,0.0,85.71
Express Courses Services,308.0,0.0,0.0,85.71
FMS Interior Services Limited,308.0,0.0,0.0,85.71
FMS Interior Services Limited.,308.0,0.0,0.0,85.71
FMS Interior Services Ltd.,308.0,0.0,0.0,85.71
Fahrner Logistics Services GmbH,308.0,0.0,0.0,86.96
Fisher Bio Services,308.0,0.0,0.0,85.71
Fujitsu Services Ltd,308.0,0.0,0.0,85.71
"GES LOGISTICS GLOBE 
EXPRESS SERVICES 
LOGISTICS",308.0,0.0,0.0,86.96
GLOBAL SERVICES AUTOMOTIVE,308.0,0.0,0.0,85.71
HSS Hire Services Group Plc,308.0,0.0,0.0,90.91
JDMAC Services Ltd,308.0,0.0,0.0,85.71
John Comaish Advertising Services Limited,308.0,0.0,0.0,85.71
John Comaish Advertising Services Limited.,308.0,0.0,0.0,85.71
John Comaish Advertising Services Ltd.,308.0,0.0,0.0,85.71
Logistics Services Europe Lyon,308.0,0.0,0.0,85.71
Nordic Car Service AB,308.0,0.0,0.0,85.71
PARAGON SUPPLY SERVICES,308.0,0.0,0.0,83.33
PWP Building Services Ltd,308.0,0.0,0.0,85.71
Partner Mobilite Services,308.0,0.0,0.0,85.71
RTFF Business Services,308.0,0.0,0.0,85.71
Rapier Contract Services,308.0,0.0,0.0,85.71
S MacDonald Commerical Services Limited,308.0,0.0,0.0,86.96
SD SERVICES,308.0,0.0,0.0,90.0
Sonoco Packaging Services,308.0,0.0,0.0,83.33
Special Cargo Services B.V.,308.0,0.0,0.0,83.33
Tiemex Logistic Services,308.0,0.0,0.0,83.33
kd-services GmbH,308.0,0.0,0.0,85.71
,,,,
C-LOG,309.0,1.0,1.0,100.0
C-LOG SOLUTIONS,309.0,0.0,0.0,100.0
CLOG,309.0,0.0,0.0,85.71
Cab-Log,309.0,0.0,0.0,88.89
Colin Oneill t/a CRC Logistics,309.0,0.0,0.0,100.0
ITC Logistics,309.0,0.0,0.0,100.0
JOKER LOG,309.0,0.0,0.0,88.89
LOG'INS ARES,309.0,0.0,0.0,88.89
Log Alaine,309.0,0.0,0.0,88.89
Log-In Holding,309.0,0.0,0.0,88.89
,,,,
C-LOG SOLUTIONS,310.0,1.0,1.0,100.0
Cab-Log,310.0,0.0,0.0,83.33
LOG'S,310.0,0.0,0.0,100.0
Medical Gas Solutions Limited,310.0,0.0,0.0,85.71
SOLUTION 30,310.0,0.0,0.0,85.71
,,,,
C. STEINWEG France Sarl,311.0,1.0,1.0,100.0
NC,311.0,0.0,0.0,100.0
STEGO FRANCE SA,311.0,0.0,0.0,86.67
WEG,311.0,0.0,0.0,100.0
WEGO,311.0,0.0,0.0,85.71
,,,,
C2B INTERNATIONAL,312.0,1.0,1.0,100.0
C2B International SAS,312.0,0.0,0.0,100.0
Cube International Ltd,312.0,0.0,0.0,88.24
Dexam International,312.0,0.0,0.0,90.32
EasyTelecom International AB,312.0,0.0,0.0,90.32
Expeditors International,312.0,0.0,0.0,90.32
"Internationale Lagerlogistik Systeme, SL",312.0,0.0,0.0,86.67
Lion International BV,312.0,0.0,0.0,90.91
Nijman International B.V.,312.0,0.0,0.0,93.75
Oakland International,312.0,0.0,0.0,86.67
"RHEINKRAFT INTERNATIONAL, GMBH",312.0,0.0,0.0,88.24
SENATOR INTERNATIONAL Spedition GmbH,312.0,0.0,0.0,88.24
SENATOR International Spedition,312.0,0.0,0.0,86.67
SPX International Limited,312.0,0.0,0.0,86.67
Starlab International GmbH,312.0,0.0,0.0,88.24
Tenmat,312.0,0.0,0.0,83.33
Vos Logistics International B.V.,312.0,0.0,0.0,93.75
Y International (Uk) Ltd,312.0,0.0,0.0,86.67
,,,,
C2B International SAS,313.0,1.0,1.0,100.0
Cube International Ltd,313.0,0.0,0.0,85.0
EVERNEX INTERNATIONAL SAS,313.0,0.0,0.0,92.31
Evernex International Sas,313.0,0.0,0.0,92.31
Lion International BV,313.0,0.0,0.0,84.21
Nijman International B.V.,313.0,0.0,0.0,86.49
SENATOR INTERNATIONAL Spedition GmbH,313.0,0.0,0.0,85.71
SENATOR International Spedition,313.0,0.0,0.0,83.33
Starlab International GmbH,313.0,0.0,0.0,85.71
Tenmat,313.0,0.0,0.0,83.33
Vos Logistics International B.V.,313.0,0.0,0.0,86.49
,,,,
CAE,314.0,1.0,1.0,100.0
CAE Training & Services UK Ltd,314.0,0.0,0.0,100.0
,,,,
CAE Training & Services UK Ltd,315.0,1.0,1.0,100.0
Pe.tra,315.0,0.0,0.0,83.33
SD SERVICES,315.0,0.0,0.0,90.91
,,,,
CALBERSON,316.0,1.0,1.0,100.0
Calberson,316.0,0.0,0.0,100.0
GEODIS CALBERSON,316.0,0.0,0.0,100.0
,,,,
"CANELAS & ESPIGA, LDA",317.0,1.0,1.0,100.0
Chanel,317.0,0.0,0.0,90.91
,,,,
CARGOLOG,318.0,1.0,1.0,100.0
CLOG,318.0,0.0,0.0,85.71
,,,,
CARREFOUR,319.0,1.0,1.0,100.0
CARREFOUR DRIVE,319.0,0.0,0.0,100.0
CARREFOUR SUPPLY CHAIN SAS,319.0,0.0,0.0,100.0
Carrefour,319.0,0.0,0.0,100.0
Carrefour (MJB),319.0,0.0,0.0,100.0
Carrefour Supply Chain,319.0,0.0,0.0,100.0
,,,,
CARREFOUR DRIVE,320.0,1.0,1.0,100.0
Carrefour,320.0,0.0,0.0,100.0
Carrefour (MJB),320.0,0.0,0.0,86.96
Sive,320.0,0.0,0.0,85.71
,,,,
CARREFOUR SUPPLY CHAIN SAS,321.0,1.0,1.0,100.0
Carrefour,321.0,0.0,0.0,100.0
Carrefour (MJB),321.0,0.0,0.0,86.96
Carrefour Supply Chain,321.0,0.0,0.0,87.18
IN'S,321.0,0.0,0.0,100.0
,,,,
CASH PISCINES,322.0,1.0,1.0,100.0
Unes,322.0,0.0,0.0,85.71
,,,,
CBE Building & Maintenance Ltd,323.0,1.0,1.0,100.0
NC,323.0,0.0,0.0,100.0
,,,,
CD SUD,324.0,1.0,1.0,100.0
Studiospares Europe Limited,324.0,0.0,0.0,83.33
,,,,
CEDILEC,325.0,1.0,1.0,100.0
L2EC,325.0,0.0,0.0,85.71
,,,,
CEMEX Kies & Split GmbH,326.0,1.0,1.0,100.0
Ceme,326.0,0.0,0.0,100.0
,,,,
CENTRAL'T,327.0,1.0,1.0,100.0
Central Networks West plc.,327.0,0.0,0.0,94.12
Central Point,327.0,0.0,0.0,94.12
H CENTRALE,327.0,0.0,0.0,88.89
,,,,
CEVA,328.0,1.0,1.0,100.0
CEVA FREIGHT,328.0,0.0,0.0,100.0
CEVA Logistics,328.0,0.0,0.0,100.0
CEVA Logistics GmbH,328.0,0.0,0.0,100.0
CEVA Logistics Limited,328.0,0.0,0.0,100.0
Ceva,328.0,0.0,0.0,100.0
Ceva Logistics,328.0,0.0,0.0,100.0
Ceva Logistics Limited,328.0,0.0,0.0,100.0
Teva,328.0,0.0,0.0,85.71
,,,,
CEVA FREIGHT,329.0,1.0,1.0,100.0
Ceva,329.0,0.0,0.0,100.0
DHL Freight,329.0,0.0,0.0,84.21
DHL Freight (France) SAS,329.0,0.0,0.0,83.33
,,,,
CEVA Logistics,330.0,1.0,1.0,100.0
CEVA Logistics GmbH,330.0,0.0,0.0,83.33
CEVA Logistics Limited,330.0,0.0,0.0,84.62
CN Logistics,330.0,0.0,0.0,90.91
Ceva,330.0,0.0,0.0,100.0
Ceva Logistics,330.0,0.0,0.0,100.0
Ceva Logistics Limited,330.0,0.0,0.0,84.62
Clipper Logistics,330.0,0.0,0.0,84.62
Clipper Logistics KG,330.0,0.0,0.0,83.33
Darcia Logistics Limited,330.0,0.0,0.0,84.62
De Klok Logistics,330.0,0.0,0.0,83.33
FM LOGISTIC,330.0,0.0,0.0,85.71
FM LOGISTICS,330.0,0.0,0.0,90.91
FM Logistic,330.0,0.0,0.0,85.71
Fahrner Logistics GmbH,330.0,0.0,0.0,83.33
Fiege HealthCare Logistics GmbH,330.0,0.0,0.0,88.0
Flay Logistic,330.0,0.0,0.0,83.33
Fox Global Logistics,330.0,0.0,0.0,84.62
GCA SUPPLY LOGISTICS,330.0,0.0,0.0,88.89
GIST,330.0,0.0,0.0,100.0
GXO LOGISTICS France,330.0,0.0,0.0,83.33
Geologistics,330.0,0.0,0.0,85.71
Gist,330.0,0.0,0.0,100.0
Gruber Logistics,330.0,0.0,0.0,84.62
ID LOGISTICS,330.0,0.0,0.0,90.91
ID LOGISTICS (Castorama),330.0,0.0,0.0,83.33
ID LOGISTICS / COURIR,330.0,0.0,0.0,83.33
ID Logistics,330.0,0.0,0.0,90.91
ITC Logistics,330.0,0.0,0.0,86.96
Id Logistics,330.0,0.0,0.0,90.91
JS LOGISTICS,330.0,0.0,0.0,90.91
L4 Logistics,330.0,0.0,0.0,90.91
LOGISTA,330.0,0.0,0.0,85.71
LOGISTICA,330.0,0.0,0.0,88.89
Logista,330.0,0.0,0.0,85.71
MOVUS LOGISTICS France,330.0,0.0,0.0,85.71
Mas Logistic,330.0,0.0,0.0,85.71
PR Logistics,330.0,0.0,0.0,85.71
RS Logistica,330.0,0.0,0.0,85.71
Reslogistics,330.0,0.0,0.0,85.71
Rohlig SUUS Logistics S.A.,330.0,0.0,0.0,88.0
SPI LOGISTIC,330.0,0.0,0.0,85.71
STI,330.0,0.0,0.0,100.0
TOP Logistics BV,330.0,0.0,0.0,84.62
Zanardo Servizi Logistici S.p.a.,330.0,0.0,0.0,83.33
,,,,
CEVA Logistics GmbH,331.0,1.0,1.0,100.0
CN Logistics,331.0,0.0,0.0,90.91
Ceva,331.0,0.0,0.0,100.0
Ceva Logistics,331.0,0.0,0.0,83.33
FM LOGISTIC,331.0,0.0,0.0,85.71
FM LOGISTICS,331.0,0.0,0.0,90.91
FM Logistic,331.0,0.0,0.0,85.71
Fahrner Logistics GmbH,331.0,0.0,0.0,88.89
Fahrner Logistics Services GmbH,331.0,0.0,0.0,84.21
GIST,331.0,0.0,0.0,100.0
Geologistics,331.0,0.0,0.0,85.71
Gist,331.0,0.0,0.0,100.0
ID LOGISTICS,331.0,0.0,0.0,90.91
ID Logistics,331.0,0.0,0.0,90.91
ITC Logistics,331.0,0.0,0.0,86.96
Id Logistics,331.0,0.0,0.0,90.91
JS LOGISTICS,331.0,0.0,0.0,90.91
L4 Logistics,331.0,0.0,0.0,90.91
LOGISTA,331.0,0.0,0.0,85.71
LOGISTICA,331.0,0.0,0.0,88.89
Logista,331.0,0.0,0.0,85.71
Mas Logistic,331.0,0.0,0.0,85.71
Metro Logistics Germany GmbH,331.0,0.0,0.0,84.21
PR Logistics,331.0,0.0,0.0,85.71
RS Logistica,331.0,0.0,0.0,85.71
Reslogistics,331.0,0.0,0.0,85.71
SPI LOGISTIC,331.0,0.0,0.0,85.71
STI,331.0,0.0,0.0,100.0
,,,,
CEVA Logistics Limited,332.0,1.0,1.0,100.0
CN Logistics,332.0,0.0,0.0,90.91
Ceva,332.0,0.0,0.0,100.0
Ceva Logistics,332.0,0.0,0.0,84.62
Ceva Logistics Limited,332.0,0.0,0.0,100.0
Cewe Limited,332.0,0.0,0.0,83.33
DS Logistica,332.0,0.0,0.0,86.96
Darcia Logistics Limited,332.0,0.0,0.0,93.02
FEDEX LOGISTIC,332.0,0.0,0.0,84.62
FM LOGISTIC,332.0,0.0,0.0,85.71
FM LOGISTICS,332.0,0.0,0.0,90.91
FM Logistic,332.0,0.0,0.0,85.71
GDN Logistica,332.0,0.0,0.0,83.33
GIST,332.0,0.0,0.0,100.0
GXO Logistics UK Limited,332.0,0.0,0.0,83.72
Geologistics,332.0,0.0,0.0,85.71
Gist,332.0,0.0,0.0,100.0
Hellmann Worldwide Logistics Limited,332.0,0.0,0.0,86.36
ID LOGISTICS,332.0,0.0,0.0,95.65
ID Logistics,332.0,0.0,0.0,95.65
ITC Logistics,332.0,0.0,0.0,86.96
Id Logistics,332.0,0.0,0.0,95.65
JS LOGISTICS,332.0,0.0,0.0,90.91
L @ D,332.0,0.0,0.0,100.0
L4 Logistics,332.0,0.0,0.0,90.91
LOGISTA,332.0,0.0,0.0,85.71
LOGISTICA,332.0,0.0,0.0,88.89
Logista,332.0,0.0,0.0,85.71
MTO Logistics Limited,332.0,0.0,0.0,89.47
Mas Logistic,332.0,0.0,0.0,85.71
McGregor Logistics Limited,332.0,0.0,0.0,87.18
"Mercedes-Benz
Parts Logistics Uk
Limited",332.0,0.0,0.0,86.36
PR Logistics,332.0,0.0,0.0,85.71
RS Logistica,332.0,0.0,0.0,85.71
Reslogistics,332.0,0.0,0.0,85.71
SPI LOGISTIC,332.0,0.0,0.0,85.71
STI,332.0,0.0,0.0,100.0
Streamline Logistics Limited,332.0,0.0,0.0,87.18
Vision Logistical Solutions Limited,332.0,0.0,0.0,84.21
,,,,
CFREPBYREP Limited,333.0,1.0,1.0,100.0
HPAS Limited.,333.0,0.0,0.0,85.71
KPNI Limited,333.0,0.0,0.0,85.71
TEDI,333.0,0.0,0.0,85.71
,,,,
CHI Deutschland Cargo Handling,334.0,1.0,1.0,100.0
CHI Deutschland Cargo Handling GmbH,334.0,0.0,0.0,86.79
Land,334.0,0.0,0.0,100.0
,,,,
CHI Deutschland Cargo Handling GmbH,335.0,1.0,1.0,100.0
LGI Deutschland GmbH,335.0,0.0,0.0,85.0
Land,335.0,0.0,0.0,100.0
,,,,
CHIPTEC,336.0,1.0,1.0,100.0
PPG Architectural Coating UK,336.0,0.0,0.0,85.71
PPG Architectural Coatings UK Limited,336.0,0.0,0.0,85.71
,,,,
CHOPIN,337.0,1.0,1.0,100.0
Hopi,337.0,0.0,0.0,100.0
Shop Direct Home Shopping Ltd,337.0,0.0,0.0,83.33
Shop Direct Home Shopping Ltd.,337.0,0.0,0.0,83.33
,,,,
CHRONOPOST,338.0,1.0,1.0,100.0
Chronopost,338.0,0.0,0.0,100.0
Chronopost (DPD),338.0,0.0,0.0,100.0
,,,,
CIS,339.0,1.0,1.0,100.0
CIS bis,339.0,0.0,0.0,100.0
CISS Ltd,339.0,0.0,0.0,100.0
Griffiths Precision Engineering,339.0,0.0,0.0,100.0
,,,,
CISS Ltd,340.0,1.0,1.0,100.0
Culina Logistics Ltd,340.0,0.0,0.0,85.71
"Culina Logsitics
Ltd",340.0,0.0,0.0,85.71
Expert Logistics Ltd,340.0,0.0,0.0,85.71
Floris Estates Ltd,340.0,0.0,0.0,85.71
GXO Logistics Drinks Ltd,340.0,0.0,0.0,85.71
Hawkins Logistics Ltd,340.0,0.0,0.0,85.71
Hutch Logistics Ltd,340.0,0.0,0.0,85.71
Shure Enterprises (UK) Ltd,340.0,0.0,0.0,87.5
,,,,
CJ Wildbird Foods,341.0,1.0,1.0,100.0
ODS,341.0,0.0,0.0,100.0
,,,,
CLL CARGO LOGISTIC,342.0,1.0,1.0,100.0
CN Logistics,342.0,0.0,0.0,85.71
DS Logistica,342.0,0.0,0.0,85.71
FM LOGISTIC,342.0,0.0,0.0,90.0
FM LOGISTICS,342.0,0.0,0.0,85.71
FM Logistic,342.0,0.0,0.0,90.0
Flay Logistic,342.0,0.0,0.0,86.96
GIST,342.0,0.0,0.0,100.0
Gist,342.0,0.0,0.0,100.0
ID LOGISTICS,342.0,0.0,0.0,85.71
ID Logistics,342.0,0.0,0.0,85.71
Id Logistics,342.0,0.0,0.0,85.71
JS LOGISTICS,342.0,0.0,0.0,85.71
L4 Logistics,342.0,0.0,0.0,90.91
LOGISTA,342.0,0.0,0.0,85.71
LOGISTICA,342.0,0.0,0.0,94.12
Logista,342.0,0.0,0.0,85.71
Logistica 93,342.0,0.0,0.0,85.71
Realogistic,342.0,0.0,0.0,84.21
STI,342.0,0.0,0.0,100.0
,,,,
CLOG,343.0,1.0,1.0,100.0
COGEMUST,343.0,0.0,0.0,85.71
Cab-Log,343.0,0.0,0.0,85.71
Close2you,343.0,0.0,0.0,85.71
Easylog,343.0,0.0,0.0,85.71
FINANCELOG,343.0,0.0,0.0,85.71
Greenlog,343.0,0.0,0.0,85.71
JOKER LOG,343.0,0.0,0.0,85.71
LOG VAD,343.0,0.0,0.0,85.71
LOG'INS ARES,343.0,0.0,0.0,85.71
